Index,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,predicted_s.s.temp.
111,1997,4,22,-0.07,-109.94,-3.2,2.0,77.9,26.44,25.764536
112,1997,4,23,-0.07,-109.94,-2.2,1.5,81.9,26.52,25.799828
113,1997,4,24,-0.07,-109.94,-2.4,0.7,83.4,26.56,25.791153
114,1997,4,25,-0.07,-109.94,-1.3,2.3,82.2,26.45,25.792423
115,1997,4,26,-0.07,-109.94,0.3,1.8,81.2,26.45,25.83152
116,1997,4,27,-0.07,-109.94,0.3,1.8,78.7,26.8,26.112553
117,1997,4,28,-0.07,-109.94,0.3,1.8,79.5,26.77,26.08475
118,1997,4,29,-0.06,-109.94,0.3,1.8,79.4,26.78,26.093943
119,1997,4,30,-0.07,-109.94,0.3,1.8,75.8,27.14,26.393972
120,1997,5,1,-0.07,-109.94,0.3,1.8,75.8,27.47,26.492775
121,1997,5,2,-0.07,-109.94,0.3,1.8,77.9,27.73,26.667284
122,1997,5,3,-0.07,-109.94,0.3,1.8,78.9,27.69,26.629045
123,1997,5,4,-0.07,-109.94,0.3,1.8,79.2,27.94,26.814575
124,1997,5,5,-0.07,-109.94,0.3,1.8,79.8,27.83,26.728163
125,1997,5,6,-0.07,-109.94,0.3,1.8,82.1,27.66,26.579906
126,1997,5,7,-0.06,-109.94,0.3,1.8,84.6,27.05,26.111378
127,1997,5,8,-0.07,-109.94,0.3,1.8,85.8,26.7,25.84656
128,1997,5,9,0.0,-110.0,0.3,1.8,84.0,27.03,26.1212
129,1997,5,10,-0.07,-109.94,0.3,1.8,83.4,27.02,26.106367
130,1997,5,11,-0.06,-109.94,0.3,1.8,85.0,26.77,25.909492
131,1997,5,12,-0.07,-109.94,0.3,1.8,82.0,27.1,26.181307
132,1997,5,13,-0.07,-109.94,0.3,1.8,83.6,26.33,25.604963
133,1997,5,14,-0.07,-109.94,0.3,1.8,80.9,27.1,26.194944
134,1997,5,15,-0.06,-109.94,0.3,1.8,84.9,26.64,25.821974
135,1997,5,16,-0.07,-109.94,0.3,1.8,87.3,26.27,25.531252
136,1997,5,17,-0.07,-109.94,0.3,1.8,86.8,26.75,25.888533
137,1997,5,18,-0.07,-109.94,0.3,1.8,86.7,26.81,25.934982
138,1997,5,19,-0.07,-109.94,0.3,1.8,85.0,26.86,25.989168
139,1997,5,20,-0.07,-109.94,0.3,1.8,86.3,26.73,25.883549
140,1997,5,21,-0.07,-109.94,0.3,1.8,87.5,26.88,25.983578
141,1997,5,22,-0.07,-109.94,0.3,1.8,85.8,26.95,26.052385
142,1997,5,23,-0.07,-109.94,0.3,1.8,85.1,26.86,25.994812
143,1997,5,24,-0.07,-109.94,0.3,1.8,86.9,26.77,25.913738
144,1997,5,25,-0.07,-109.94,0.3,1.8,81.2,27.1,26.210232
145,1997,5,26,-0.07,-109.94,0.3,1.8,80.9,27.05,26.178144
146,1997,5,27,-0.07,-109.94,0.3,1.8,80.3,26.88,26.061144
147,1997,5,28,-0.06,-109.94,0.3,1.8,82.9,26.45,25.723272
148,1997,5,29,-0.07,-109.94,0.3,1.8,80.2,26.62,25.875292
149,1997,5,30,-0.07,-109.94,0.3,1.8,82.4,26.56,25.812387
150,1997,5,31,-0.07,-109.94,0.3,1.8,80.8,26.72,25.946053
151,1997,6,1,-0.07,-109.94,0.3,1.8,80.8,26.62,25.728693
152,1997,6,2,-0.07,-109.94,0.3,1.8,79.5,26.6,25.727938
153,1997,6,3,-0.07,-109.94,0.3,1.8,79.8,26.38,25.565922
154,1997,6,4,-0.07,-109.94,0.3,1.8,81.8,26.6,25.70961
155,1997,6,5,-0.07,-109.94,0.3,1.8,81.7,26.73,25.80724
156,1997,6,6,-0.07,-109.94,0.3,1.8,82.6,26.38,25.544538
157,1997,6,7,-0.07,-109.94,0.3,1.8,82.3,26.14,25.373537
158,1997,6,8,-0.07,-109.94,0.3,1.8,76.8,26.42,25.631601
159,1997,6,9,-0.07,-109.94,0.3,1.8,77.1,26.5,25.688913
160,1997,6,10,-0.07,-109.94,0.3,1.8,79.4,26.94,25.990625
161,1997,6,11,-0.07,-109.94,0.3,1.8,81.0,26.84,25.904121
162,1997,6,12,-0.07,-109.94,0.3,1.8,79.3,26.77,25.870571
163,1997,6,13,-0.07,-109.94,0.3,1.8,80.2,26.81,25.893
164,1997,6,14,-0.07,-109.94,0.3,1.8,80.2,26.83,25.909271
165,1997,6,15,-0.06,-109.94,0.3,1.8,78.3,26.89,25.971943
166,1997,6,16,-0.06,-109.94,0.3,1.8,77.9,26.88,25.970413
167,1997,6,17,-0.06,-109.94,0.3,1.8,74.8,26.77,25.922007
168,1997,6,18,-0.06,-109.94,0.3,1.8,74.6,26.78,25.933434
169,1997,6,19,-0.06,-109.94,0.3,1.8,76.1,26.7,25.860302
170,1997,6,20,-0.07,-109.94,0.3,1.8,72.9,26.67,25.8708
171,1997,6,21,-0.07,-109.94,0.3,1.8,75.1,26.78,25.932184
172,1997,6,22,-0.07,-109.94,0.3,1.8,79.0,26.8,25.911789
173,1997,6,23,-0.07,-109.94,0.3,1.8,79.7,26.8,25.906855
174,1997,6,24,-0.06,-109.94,0.3,1.8,78.7,26.84,25.947554
175,1997,6,25,-0.06,-109.94,0.3,1.8,80.4,26.95,26.014147
176,1997,6,26,-0.06,-109.94,0.3,1.8,79.5,26.89,25.98048
177,1997,6,27,-0.07,-109.94,0.3,1.8,81.2,27.03,26.067497
178,1997,6,28,-0.07,-109.94,0.3,1.8,82.6,27.1,26.10716
179,1997,6,29,-0.07,-109.94,0.3,1.8,82.9,26.55,25.703875
180,1997,6,30,-0.07,-109.94,0.3,1.8,78.9,27.05,26.110003
181,1997,7,1,-0.07,-109.94,0.3,1.8,77.1,27.2,26.09286
182,1997,7,2,-0.07,-109.94,0.3,1.8,80.3,26.73,25.720608
183,1997,7,3,-0.07,-109.94,0.3,1.8,82.6,26.67,25.656765
184,1997,7,4,-0.07,-109.94,0.3,1.8,81.3,27.08,25.970387
185,1997,7,5,-0.07,-109.94,0.3,1.8,83.0,26.95,25.861008
186,1997,7,6,-0.07,-109.94,0.3,1.8,82.4,27.03,25.926783
187,1997,7,7,-0.07,-109.94,0.3,1.8,81.2,27.05,25.954332
188,1997,7,8,-0.06,-109.94,0.3,1.8,75.8,27.12,26.06354
189,1997,7,9,-0.07,-109.94,0.3,1.8,74.8,27.17,26.109306
190,1997,7,10,-0.07,-109.94,0.3,1.8,77.0,27.2,26.11102
191,1997,7,11,-0.08,-109.94,0.3,1.8,78.6,27.08,26.007996
192,1997,7,12,0.0,-110.0,0.3,1.8,81.6,26.84,25.824745
193,1997,7,13,-0.08,-109.94,0.3,1.8,82.6,26.73,25.717796
194,1997,7,14,-0.07,-109.94,0.3,1.8,79.2,27.12,26.03629
195,1997,7,15,-0.07,-109.94,0.3,1.8,80.1,27.27,26.140974
196,1997,7,16,-0.06,-109.94,0.3,1.8,79.7,27.31,26.180605
197,1997,7,17,-0.07,-109.94,0.3,1.8,78.1,27.2,26.113047
198,1997,7,18,-0.06,-109.94,0.3,1.8,77.8,26.92,25.912664
199,1997,7,19,-0.06,-109.94,0.3,1.8,76.2,26.73,25.789103
200,1997,7,20,-0.06,-109.94,0.3,1.8,80.6,26.69,25.71748
201,1997,7,21,-0.06,-109.94,0.3,1.8,83.4,26.94,25.875792
202,1997,7,22,-0.06,-109.94,0.3,1.8,85.1,26.78,25.744268
203,1997,7,23,-0.06,-109.94,0.3,1.8,86.2,26.66,25.64784
204,1997,7,24,-0.07,-109.94,0.3,1.8,84.6,27.02,25.928429
205,1997,7,25,-0.07,-109.94,0.3,1.8,81.8,27.03,25.963707
206,1997,7,26,-0.07,-109.94,0.3,1.8,82.6,26.81,25.796988
207,1997,7,27,-0.07,-109.94,0.3,1.8,78.6,26.75,25.792374
208,1997,7,28,-0.07,-109.94,0.3,1.8,75.8,26.66,25.754541
209,1997,7,29,-0.07,-109.94,0.3,1.8,75.3,26.6,25.71702
210,1997,7,30,-0.07,-109.94,0.3,1.8,72.9,26.6,25.743095
211,1997,7,31,-0.07,-109.94,0.3,1.8,75.0,26.66,25.768238
212,1997,8,1,-0.07,-109.94,0.3,1.8,76.2,26.95,25.823492
213,1997,8,2,-0.06,-109.94,0.3,1.8,75.8,26.94,25.825233
214,1997,8,3,-0.06,-109.94,0.3,1.8,76.8,26.95,25.824331
215,1997,8,4,-0.06,-109.94,0.3,1.8,80.2,26.89,25.746504
216,1997,8,5,-0.06,-109.94,0.3,1.8,81.9,26.77,25.644196
217,1997,8,6,-0.06,-109.94,0.3,1.8,82.7,26.23,25.24352
218,1997,8,7,-0.06,-109.94,0.3,1.8,86.7,25.88,24.951677
219,1997,8,8,-0.07,-109.94,0.3,1.8,85.1,26.47,25.40042
220,1997,8,9,-0.07,-109.94,0.3,1.8,77.7,26.81,25.72021
221,1997,8,10,-0.07,-109.94,0.3,1.8,80.8,26.5,25.466068
222,1997,8,11,-0.07,-109.94,0.3,1.8,81.8,27.0,25.823866
223,1997,8,12,-0.07,-109.94,0.3,1.8,85.1,26.12,25.15112
224,1997,8,13,-0.07,-109.94,0.3,1.8,82.9,26.55,25.487822
225,1997,8,14,-0.07,-109.94,0.3,1.8,80.8,27.03,25.86018
226,1997,8,15,-0.07,-109.94,0.3,1.8,83.2,26.86,25.714937
227,1997,8,16,-0.07,-109.94,0.3,1.8,82.5,26.6,25.533077
228,1997,8,17,-0.06,-109.94,0.3,1.8,84.0,26.53,25.468746
229,1997,8,18,-0.06,-109.94,0.3,1.8,82.9,26.67,25.583084
230,1997,8,19,0.0,-110.0,0.3,1.8,82.9,26.67,25.605295
231,1997,8,20,0.04,-110.0,-5.7,3.6,80.4,26.33,25.284277
232,1997,8,21,0.03,-110.0,-5.5,3.8,80.7,26.3,25.267313
233,1997,8,22,0.03,-110.0,-6.8,3.4,83.0,26.4,25.276106
234,1997,8,23,0.03,-110.0,-7.0,3.2,84.6,26.3,25.176517
235,1997,8,24,0.02,-110.0,-7.0,4.2,81.9,26.27,25.205835
236,1997,8,25,0.03,-110.0,-5.9,3.6,80.7,26.27,25.23694
237,1997,8,26,0.03,-110.0,-4.3,4.8,80.7,26.22,25.274158
238,1997,8,27,0.03,-110.0,-3.1,6.6,83.4,26.02,25.176712
239,1997,8,28,0.03,-110.0,-4.7,5.2,83.8,25.83,24.954784
240,1997,8,29,0.03,-110.0,-4.4,4.6,81.9,25.83,24.96851
241,1997,8,30,0.03,-110.0,-3.5,2.7,80.0,25.9,25.016537
242,1997,8,31,0.03,-110.0,-2.0,3.2,80.4,25.9,25.066301
243,1997,9,1,0.03,-110.0,-4.5,5.2,80.4,26.33,25.224482
244,1997,9,2,0.02,-110.0,-3.3,5.2,79.6,26.56,25.43386
245,1997,9,3,0.03,-110.0,-3.3,3.8,80.0,26.9,25.653154
246,1997,9,4,0.03,-110.0,-3.5,3.7,79.2,27.11,25.81232
247,1997,9,5,0.03,-110.0,-4.8,4.5,74.2,26.88,25.680635
248,1997,9,6,0.03,-110.0,-6.2,4.3,76.5,27.16,25.82642
249,1997,9,7,0.03,-110.0,-6.5,4.9,77.3,27.03,25.730713
250,1997,9,8,0.03,-110.0,-7.6,4.3,78.1,26.8,25.508488
251,1997,9,9,0.03,-110.0,-6.6,5.3,81.5,26.4,25.228607
252,1997,9,10,0.03,-110.0,-6.5,5.1,80.0,26.56,25.362846
253,1997,9,11,0.03,-110.0,-4.7,5.0,81.5,26.3,25.199436
254,1997,9,12,0.03,-110.0,-6.1,4.1,84.9,25.95,24.845331
255,1997,9,13,0.03,-110.0,-5.7,4.0,83.8,26.38,25.187498
256,1997,9,14,0.02,-110.0,-5.4,4.2,83.8,26.38,25.198627
257,1997,9,15,0.03,-110.0,-4.8,4.5,82.3,26.4,25.257996
258,1997,9,16,0.03,-110.0,-5.1,5.1,80.4,26.27,25.190022
259,1997,9,17,0.02,-110.0,-4.5,2.6,79.2,26.06,24.994684
260,1997,9,18,0.02,-110.0,-2.6,3.3,79.6,26.19,25.157116
261,1997,9,19,0.03,-110.0,-2.6,3.3,78.4,26.4,25.331926
262,1997,9,20,0.03,-110.0,-3.2,3.2,77.7,26.64,25.502056
263,1997,9,21,0.03,-110.0,-4.6,3.4,79.6,26.88,25.632408
264,1997,9,22,0.03,-110.0,-6.7,3.6,80.4,26.84,25.546726
265,1997,9,23,0.03,-110.0,-6.3,3.5,80.0,26.64,25.4112
266,1997,9,24,0.03,-110.0,-4.9,4.9,81.1,26.6,25.44455
267,1997,9,25,0.03,-110.0,-5.6,4.4,81.1,26.48,25.32569
268,1997,9,26,0.03,-110.0,-4.2,3.4,80.7,26.38,25.267622
269,1997,9,27,0.03,-110.0,-3.0,6.8,81.5,26.6,25.5447
270,1997,9,28,0.03,-110.0,-2.9,7.8,80.4,26.6,25.586344
271,1997,9,29,0.03,-110.0,-3.7,6.5,77.7,26.48,25.471945
272,1997,9,30,0.03,-110.0,-3.9,5.1,75.8,26.4,25.392239
273,1997,10,1,0.03,-110.0,-5.3,3.9,78.1,26.4,25.153513
274,1997,10,2,0.02,-110.0,-5.9,3.5,79.6,26.56,25.229795
275,1997,10,3,0.03,-110.0,-6.1,3.7,80.0,26.45,25.14915
276,1997,10,4,0.02,-110.0,-4.8,3.3,77.3,26.69,25.377783
277,1997,10,5,0.03,-110.0,-3.6,3.1,76.9,26.72,25.436018
278,1997,10,6,0.02,-110.0,-5.0,2.9,85.7,26.06,24.809263
279,1997,10,7,0.02,-110.0,-6.8,4.6,78.8,26.98,25.566195
280,1997,10,8,0.03,-110.0,-5.0,4.5,76.9,26.88,25.560951
281,1997,10,9,0.03,-110.0,-5.7,4.8,76.9,26.88,25.552383
282,1997,10,10,0.03,-110.0,-4.5,5.2,79.2,27.03,25.684261
283,1997,10,11,0.03,-110.0,-3.9,6.5,81.5,26.9,25.614658
284,1997,10,12,0.03,-110.0,-4.3,6.2,80.4,26.8,25.535013
285,1997,10,13,0.03,-110.0,-4.7,4.8,84.6,26.45,25.185804
286,1997,10,14,0.02,-110.0,-5.5,5.2,82.3,26.53,25.256838
287,1997,10,15,0.02,-110.0,-4.9,5.1,79.6,26.9,25.575834
288,1997,10,16,0.03,-110.0,-3.5,6.6,80.0,26.9,25.652578
289,1997,10,17,0.03,-110.0,-4.2,7.2,78.8,26.95,25.701433
290,1997,10,18,0.03,-110.0,-5.1,6.1,75.8,26.98,25.704702
291,1997,10,19,0.03,-110.0,-4.8,4.5,75.8,26.9,25.613329
292,1997,10,20,0.03,-110.0,-5.2,4.3,78.1,26.88,25.56109
293,1997,10,21,0.03,-110.0,-5.3,4.8,79.2,26.98,25.636696
294,1997,10,22,0.03,-110.0,-6.2,4.1,80.7,27.34,25.850536
295,1997,10,23,0.03,-110.0,-6.0,3.2,83.4,26.95,25.515394
296,1997,10,24,0.02,-110.0,-5.9,3.8,83.8,26.98,25.549952
297,1997,10,25,0.02,-110.0,-6.4,6.7,79.6,27.3,25.895897
298,1997,10,26,0.02,-110.0,-4.4,4.2,78.1,27.11,25.758776
299,1997,10,27,0.02,-110.0,-3.9,3.9,81.1,27.19,25.794874
300,1997,10,28,0.03,-110.0,-6.3,4.9,82.7,27.3,25.829609
301,1997,10,29,0.03,-110.0,-5.9,5.2,82.7,27.27,25.827272
302,1997,10,30,0.03,-110.0,-5.1,6.1,81.5,27.22,25.848236
303,1997,10,31,0.03,-110.0,-5.9,6.0,79.6,27.19,25.823841
304,1997,11,1,0.03,-110.0,-5.9,6.0,79.6,27.19,25.674284
305,1997,11,2,0.03,-110.0,-4.5,6.0,75.8,26.98,25.594828
306,1997,11,3,0.03,-110.0,-4.5,5.2,76.5,26.98,25.56887
307,1997,11,4,0.03,-110.0,-4.4,3.4,76.2,26.9,25.4702
308,1997,11,5,0.03,-110.0,-3.0,4.6,76.5,26.84,25.491663
309,1997,11,6,0.03,-110.0,-3.9,2.3,76.5,26.9,25.455523
310,1997,11,7,0.02,-110.0,-1.5,3.9,76.5,27.03,25.65458
311,1997,11,8,0.03,-110.0,-3.1,5.2,78.4,27.11,25.6924
312,1997,11,9,0.03,-110.0,-3.2,5.6,78.4,27.22,25.784187
313,1997,11,10,0.03,-110.0,-3.1,3.8,76.9,27.22,25.757593
314,1997,11,11,0.03,-110.0,-3.4,3.4,77.7,27.22,25.733131
315,1997,11,12,0.03,-110.0,-4.3,2.6,77.3,27.3,25.754795
316,1997,11,13,0.03,-110.0,-3.1,2.4,80.4,27.3,25.750927
317,1997,11,14,0.03,-110.0,-0.6,2.0,84.9,26.38,25.13848
318,1997,11,15,0.03,-110.0,-1.3,1.1,79.6,26.84,25.461794
319,1997,11,16,0.03,-110.0,-2.5,1.3,76.2,27.42,25.87659
320,1997,11,17,0.03,-110.0,-3.9,3.7,82.3,27.45,25.863817
321,1997,11,18,0.03,-110.0,-5.2,4.3,84.9,27.03,25.50701
322,1997,11,19,0.03,-110.0,-6.7,5.0,80.7,27.38,25.792482
323,1997,11,20,0.03,-110.0,-5.4,5.6,84.9,27.06,25.561604
324,1997,11,21,0.03,-110.0,-3.7,7.7,83.8,27.06,25.673317
325,1997,11,22,0.03,-110.0,-2.2,7.0,79.2,27.27,25.900263
326,1997,11,23,0.03,-110.0,-1.7,3.8,77.3,27.3,25.874418
327,1997,11,24,0.03,-110.0,-4.4,2.8,80.4,27.48,25.882793
328,1997,11,25,0.03,-110.0,-5.5,2.4,82.7,27.53,25.859442
329,1997,11,26,0.03,-110.0,-4.7,3.7,81.5,27.61,25.98783
330,1997,11,27,0.03,-110.0,-3.8,4.7,80.7,27.48,25.95013
331,1997,11,28,0.03,-110.0,-4.5,5.0,80.7,27.61,26.03865
332,1997,11,29,0.03,-110.0,-6.1,3.5,81.1,27.66,25.993382
333,1997,11,30,0.03,-110.0,-3.9,5.1,76.9,27.56,26.06235
334,1997,12,1,0.03,-110.0,-2.0,4.6,76.9,27.38,25.816803
335,1997,12,2,0.03,-110.0,-2.8,3.2,84.6,26.9,25.324142
336,1997,12,3,0.03,-110.0,-4.7,2.7,86.9,26.95,25.277386
337,1997,12,4,0.03,-110.0,-5.9,3.5,86.9,27.22,25.470366
338,1997,12,5,0.03,-110.0,-5.6,5.4,82.7,27.8,26.005474
339,1997,12,6,0.03,-110.0,-0.8,3.0,91.4,25.67,24.496
340,1997,12,7,0.03,-110.0,0.4,2.2,86.1,26.48,25.219395
341,1997,12,8,0.03,-110.0,-1.0,3.1,87.2,26.98,25.497627
342,1997,12,9,0.03,-110.0,-3.7,4.1,89.5,26.84,25.242155
343,1997,12,10,0.02,-110.0,-2.1,-1.2,88.8,26.27,24.915922
344,1997,12,11,0.03,-110.0,-3.1,3.8,83.8,27.27,25.633509
345,1997,12,12,0.03,-110.0,-3.0,4.8,84.9,27.42,25.764582
346,1997,12,13,0.02,-110.0,1.9,3.4,88.8,26.3,25.18227
